sentence,sentiment,polarity,subjectivity,index
He founded a company to look for a cure and helped develop the drug that saved Megan's life.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,654
Today she is 20 years old and a sophomore at Notre Dame.,"Sentiment(polarity=0.1, subjectivity=0.2)",0.1,0.2,655
Megan's story is about the unbounded power of a father's love for a daughter.,"Sentiment(polarity=0.5, subjectivity=0.6)",0.5,0.6,656
"But our slow and burdensome approval process at the Food and Drug Administration keeps too many advances, like the one that saved Megan's life, from reaching those in need.","Sentiment(polarity=0.09999999999999998, subjectivity=0.44999999999999996)",0.1,0.45,657
"If we slash the restraints, not just at the FDA, but across our Government, then we will be blessed with far more miracles just like Megan.","Sentiment(polarity=0.3, subjectivity=0.75)",0.3,0.75,658
"In fact, our children will grow up in a nation of miracles.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,659
"But to achieve this future, we must enrich the mind and the souls of every American child.","Sentiment(polarity=0.0, subjectivity=0.0625)",0,0.0625,660
Education is the civil rights issue of our time.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,661
"I am calling upon members of both parties to pass an education bill that funds school choice for disadvantaged youth, including millions of African American and Latino children.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,662
"These families should be free to choose the public, private, charter, magnet, religious, or home school that is right for them.","Sentiment(polarity=0.13714285714285715, subjectivity=0.40547619047619043)",0.137142857,0.40547619,663
"Joining us tonight in the gallery is a remarkable woman, Denisha Merriweather.","Sentiment(polarity=0.75, subjectivity=0.75)",0.75,0.75,664
"As a young girl, Denisha struggled in school and failed third grade twice.","Sentiment(polarity=-0.13333333333333333, subjectivity=0.2333333333333333)",-0.133333333,0.233333333,665
"But then, she was able to enroll in a private center for learning�great learning center�with the help of a tax credit and a scholarship program.","Sentiment(polarity=0.13333333333333333, subjectivity=0.3666666666666667)",0.133333333,0.366666667,666
"Today, she is the first in her family to graduate, not just from high school, but from college.","Sentiment(polarity=0.20500000000000002, subjectivity=0.43666666666666665)",0.205,0.436666667,667
Later this year she will get her master's degree in social work.,"Sentiment(polarity=0.016666666666666666, subjectivity=0.03333333333333333)",0.016666667,0.033333333,668
We want all children to be able to break the cycle of poverty just like Denisha.,"Sentiment(polarity=0.5, subjectivity=0.625)",0.5,0.625,669
"But to break the cycle of poverty, we must also break the cycle of violence.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,670
The murder rate in 2015 experienced its largest single-year increase in nearly half a century.,"Sentiment(polarity=0.3166666666666667, subjectivity=0.5333333333333333)",0.316666667,0.533333333,671
"In Chicago, more than 4,000 people were shot last year alone, and the murder rate so far this year has been even higher.","Sentiment(polarity=0.2125, subjectivity=0.5166666666666666)",0.2125,0.516666667,672
This is not acceptable in our society.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,673
"Every American child should be able to grow up in a safe community, to attend a great school, and to have access to a high-paying job.","Sentiment(polarity=0.45, subjectivity=0.46875)",0.45,0.46875,674
"But to create this future, we must work with, not against�not against�the men and women of law enforcement.","Sentiment(polarity=0.0, subjectivity=0.125)",0,0.125,675
"We must build bridges of cooperation and trust, not drive the wedge of disunity, and really, it's what it is�division.","Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,676
"It's pure, unadulterated division.","Sentiment(polarity=0.30714285714285716, subjectivity=0.6)",0.307142857,0.6,677
We have to unify.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,678
Police and sheriffs are members of our community.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,679
"They're friends and neighbors, they're mothers and fathers, sons and daughters, and they leave behind loved ones every day who worry about whether or not they'll come home safe and sound.","Sentiment(polarity=0.3, subjectivity=0.6)",0.3,0.6,680
We must support the incredible men and women of law enforcement.,"Sentiment(polarity=0.9, subjectivity=0.9)",0.9,0.9,681
And we must support the victims of crime.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,682
I have ordered the Department of Homeland Security to create an office to serve American victims.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,683
The office is called VOICE: Victims of Immigration Crime Engagement.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,684
We are providing a voice to those who have been ignored by our media and silenced by special interests.,"Sentiment(polarity=0.35714285714285715, subjectivity=0.5714285714285714)",0.357142857,0.571428571,685
Joining us in the audience tonight are four very brave Americans whose Government failed them.,"Sentiment(polarity=0.25, subjectivity=0.65)",0.25,0.65,686
"Their names are Jamiel Shaw, Susan Oliver, Jenna Oliver, and Jessica Davis.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,687
Jamiel's 17-year-old son was viciously murdered by an illegal immigrant gang member who had just been released from prison.,"Sentiment(polarity=-0.75, subjectivity=0.75)",-0.75,0.75,688
"Jamiel Shaw, Jr. was an incredible young man, with unlimited potential, who was getting ready to go to college where he would have excelled as a great college quarterback.","Sentiment(polarity=0.4, subjectivity=0.71)",0.4,0.71,689
But he never got the chance.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,690
"His father, who is in the audience tonight, has become a very good friend of mine.","Sentiment(polarity=0.9099999999999999, subjectivity=0.7800000000000001)",0.91,0.78,691
"Jamiel, thank you.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,692
Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,693
Also with us are Susan Oliver and Jessica Davis.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,694
"Their husbands, Deputy Sheriff Danny Oliver and Detective Michael Davis, were slain in the line of duty in California.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,695
They were pillars of their community.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,696
These brave men were viciously gunned down by an illegal immigrant with a criminal record and two prior deportations.,"Sentiment(polarity=-0.20925925925925926, subjectivity=0.5564814814814815)",-0.209259259,0.556481481,697
Should have never been in our country.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,698
"Sitting with Susan is her daughter, Jenna.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,699
"Jenna, I want you to know that your father was a hero, and that tonight you have the love of an entire country supporting you and praying for you.","Sentiment(polarity=0.25, subjectivity=0.4916666666666667)",0.25,0.491666667,700
"To Jamiel, Jenna, Susan, and Jessica: I want you to know that we will never stop fighting for justice.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,701
"Your loved ones will never, ever be forgotten.","Sentiment(polarity=0.7, subjectivity=0.8)",0.7,0.8,702
We will always honor their memory.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,703
"Finally, to keep America safe, we must provide the men and women of the United States military with the tools they need to prevent war.","Sentiment(polarity=0.13333333333333333, subjectivity=0.5333333333333333)",0.133333333,0.533333333,704
"If they must, they have to fight and they only have to win.","Sentiment(polarity=0.4, subjectivity=0.7)",0.4,0.7,705
"I am sending Congress a budget that rebuilds the military, eliminates the defense sequester, and calls for one of the largest increases in national defense spending in American history.","Sentiment(polarity=-0.05, subjectivity=0.05)",-0.05,0.05,706
My budget will also increase funding for our veterans.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,707
"Our veterans have delivered for this Nation, and now we must deliver for them.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,708
"The challenges we face as a nation are great, but our people are even greater.","Sentiment(polarity=0.65, subjectivity=0.625)",0.65,0.625,709
And none are greater or are braver than those who fight for America in uniform.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,710
"We are blessed to be joined tonight by Carryn Owens, the widow of U.S. Navy Special Operator, Senior Chief William ""Ryan"" Owens.","Sentiment(polarity=0.35714285714285715, subjectivity=0.5714285714285714)",0.357142857,0.571428571,711
"Ryan died as he lived: a warrior and a hero, battling against terrorism and securing our Nation.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,712
"I just spoke to our great General Mattis, just now, who reconfirmed that�and I quote�""Ryan was a part of a highly successful raid that generated large amounts of vital intelligence that will lead to many more victories in the future against our enemy.""","Sentiment(polarity=0.3642857142857143, subjectivity=0.5191964285714286)",0.364285714,0.519196429,713
Ryan's legacy is etched into eternity.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,714
Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,715
"[Applause] And Ryan is looking down, right now�you know that�and he is very happy because I think he just broke a record.","Sentiment(polarity=0.37671957671957673, subjectivity=0.6082010582010582)",0.376719577,0.608201058,716
"[Laughter]
For as the Bible teaches us, there is no greater act of love than to lay down one's life for one's friends.","Sentiment(polarity=0.03148148148148147, subjectivity=0.462962962962963)",0.031481481,0.462962963,717
"Ryan laid down his life for his friends, for his country, and for our freedom.","Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",-0.155555556,0.288888889,718
And we will never forget Ryan.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,719
"To those allies who wonder what kind of a friend America will be, look no further than the heroes who wear our uniform.","Sentiment(polarity=0.3, subjectivity=0.7)",0.3,0.7,720
"Our foreign policy calls for a direct, robust, and meaningful engagement with the world.","Sentiment(polarity=0.15833333333333333, subjectivity=0.3416666666666666)",0.158333333,0.341666667,721
It is American leadership based on vital security interests that we share with our allies all across the globe.,"Sentiment(polarity=0.05, subjectivity=0.2)",0.05,0.2,722
"We strongly support NATO, an alliance forged through the bonds of two world wars that dethroned fascism, and a cold war, and defeated communism.","Sentiment(polarity=-0.08333333333333334, subjectivity=0.8666666666666667)",-0.083333333,0.866666667,723
But our partners must meet their financial obligations.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,724
"And now, based on our very strong and frank discussions, they are beginning to do just that.","Sentiment(polarity=0.5633333333333334, subjectivity=0.9533333333333333)",0.563333333,0.953333333,725
"In fact, I can tell you, the money is pouring in.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,726
Very nice.,"Sentiment(polarity=0.78, subjectivity=1.0)",0.78,1,727
"We expect our partners�whether in NATO, the Middle East, or in the Pacific�to take a direct and meaningful role in both strategic and military operations, and pay their fair share of the cost.","Sentiment(polarity=0.24, subjectivity=0.38)",0.24,0.38,728
Have to do that.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,729
"We will respect historic institutions, but we will respect the foreign rights of all nations, and they have to respect our rights as a nation also.","Sentiment(polarity=-0.0625, subjectivity=0.0625)",-0.0625,0.0625,730
"Free nations are the best vehicle for expressing the will of the people, and America respects the right of all nations to chart their own path.","Sentiment(polarity=0.5714285714285714, subjectivity=0.6589285714285714)",0.571428571,0.658928571,731
My job is not to represent the world.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,732
My job is to represent the United States of America.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,733
"But we know that America is better off when there is less conflict, not more.","Sentiment(polarity=0.02777777777777779, subjectivity=0.35555555555555557)",0.027777778,0.355555556,734
We must learn from the mistakes of the past.,"Sentiment(polarity=-0.25, subjectivity=0.25)",-0.25,0.25,735
We have seen the war and the destruction that have ravaged and raged throughout the world�all across the world.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,736
"The only long-term solution for these humanitarian disasters, in many cases, is to create the conditions where displaced persons can safely return home and begin the long, long process of rebuilding.","Sentiment(polarity=0.18, subjectivity=0.5599999999999999)",0.18,0.56,737
America is willing to find new friends and to forge new partnerships where shared interests align.,"Sentiment(polarity=0.17424242424242423, subjectivity=0.5530303030303031)",0.174242424,0.553030303,738
"We want harmony and stability, not war and conflict.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,739
"We want peace, wherever peace can be found.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,740
America is friends today with former enemies.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,741
"Some of our closest allies, decades ago, fought on the opposite side of these terrible, terrible wars.","Sentiment(polarity=-0.6666666666666666, subjectivity=0.6666666666666666)",-0.666666667,0.666666667,742
This history should give us all faith in the possibilities for a better world.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,743
"Hopefully, the 250th year for America will see a world that is more peaceful, more just, and more free.","Sentiment(polarity=0.43, subjectivity=0.5599999999999999)",0.43,0.56,744
"On our 100th anniversary, in 1876, citizens from across our Nation came to Philadelphia to celebrate America's centennial.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,745
"At that celebration, the country's builders and artists and inventors showed off their wonderful creations.","Sentiment(polarity=1.0, subjectivity=1.0)",1,1,746
Alexander Graham Bell displayed his telephone for the first time.,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,747
Remington unveiled the first typewriter.,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,748
An early attempt was made at electric light.,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,749
Thomas Edison showed an automatic telegraph and an electric pen.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,750
Imagine the wonders our country could know in America's 250th year.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,751
Think of the marvels we can achieve if we simply set free the dreams of our people.,"Sentiment(polarity=0.2, subjectivity=0.5785714285714286)",0.2,0.578571429,752
Cures to the illnesses that have always plagued us are not too much to hope.,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,753
American footprints on distant worlds are not too big a dream.,"Sentiment(polarity=-0.03333333333333333, subjectivity=0.15)",-0.033333333,0.15,754
Millions lifted from welfare to work is not too much to expect.,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,755
"And streets where mothers are safe from fear, schools where children learn in peace, and jobs where Americans prosper and grow are not too much to ask.","Sentiment(polarity=0.35, subjectivity=0.35)",0.35,0.35,756
"When we have all of this, we will have made America greater than ever before�for all Americans.","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,757
This is our vision.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,758
This is our mission.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,759
But we can only get there together.,"Sentiment(polarity=0.0, subjectivity=1.0)",0,1,760
We are one people with one destiny.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,761
We all bleed the same blood.,"Sentiment(polarity=0.0, subjectivity=0.125)",0,0.125,762
We all salute the same great American flag.,"Sentiment(polarity=0.26666666666666666, subjectivity=0.2916666666666667)",0.266666667,0.291666667,763
And we all are made by the same God.,"Sentiment(polarity=0.0, subjectivity=0.125)",0,0.125,764
"When we fulfill this vision, when we celebrate our 250 years of glorious freedom, we will look back on tonight as when this new chapter of American greatness began.","Sentiment(polarity=0.04545454545454545, subjectivity=0.15151515151515152)",0.045454545,0.151515152,765
The time for small thinking is over.,"Sentiment(polarity=-0.25, subjectivity=0.4)",-0.25,0.4,766
The time for trivial fights is behind us.,"Sentiment(polarity=-0.4, subjectivity=0.7)",-0.4,0.7,767
"We just need the courage to share the dreams that fill our hearts, the bravery to express the hopes that stir our souls, and the confidence to turn those hopes and those dreams into action.","Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1,768
"From now on, America will be empowered by our aspirations, not burdened by our fears; inspired by the future, not bound by failures of the past; and guided by our vision, not blinded by our doubts.","Sentiment(polarity=-0.125, subjectivity=0.1875)",-0.125,0.1875,769
I am asking all citizens to embrace this renewal of the American spirit.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,770
"I am asking all Members of Congress to join me in dreaming big and bold, and daring things for our country.","Sentiment(polarity=0.16666666666666666, subjectivity=0.3833333333333333)",0.166666667,0.383333333,771
I am asking everyone watching tonight to seize this moment.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,772
"Believe in yourselves, believe in your future, and believe, once more, in America.","Sentiment(polarity=0.25, subjectivity=0.3125)",0.25,0.3125,773
"Thank you, God bless you, and God bless the United States.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,774
"
The President.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,775
"Mr. Speaker, Mr. Vice President, Members of Congress, the First Lady of the United States, and my fellow Americans: Less than 1 year has passed since I first stood at this podium, in this majestic Chamber, to speak on behalf of the American people and to address their concerns, their hopes, and their dreams.","Sentiment(polarity=0.08333333333333334, subjectivity=0.18333333333333332)",0.083333333,0.183333333,776
"That night, our new administration had already taken very swift action.","Sentiment(polarity=0.14545454545454548, subjectivity=0.28484848484848485)",0.145454545,0.284848485,777
A new tide of optimism was already sweeping across our land.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.136363636,0.454545455,778
"Each day since, we have gone forward with a clear vision and a righteous mission: to make America great again for all Americans.","Sentiment(polarity=0.45, subjectivity=0.5666666666666667)",0.45,0.566666667,779
"Over the last year, we have made incredible progress and achieved extraordinary success.","Sentiment(polarity=0.38333333333333336, subjectivity=0.4916666666666667)",0.383333333,0.491666667,780
We have faced challenges we expected and others we could never have imagined.,"Sentiment(polarity=-0.1, subjectivity=0.4)",-0.1,0.4,781
We have shared in the heights of victory and the pains of hardship.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,782
We have endured floods and fires and storms.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,783
"But through it all, we have seen the beauty of America's soul and the steel in America's spine.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,784
Each test has forged new American heroes to remind us who we are and show us what we can be.,"Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",0.068181818,0.227272727,785
We saw the volunteers of the Cajun Navy racing to the rescue with their fishing boats to save people in the aftermath of a totally devastating hurricane.,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1,1,786
We saw strangers shielding strangers from a hail of gunfire on the Las Vegas strip.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,787
"We heard tales of Americans like Coast Guard Petty Officer Ashlee Leppert, who is here tonight in the gallery with Melania.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,788
Ashlee was aboard one of the first helicopters on the scene in Houston during the Hurricane Harvey.,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,789
"Through 18 hours of wind and rain, Ashlee braved live power lines and deep water to help save more than 40 lives.","Sentiment(polarity=0.21212121212121213, subjectivity=0.4666666666666666)",0.212121212,0.466666667,790
"Ashlee, we all thank you.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,791
Thank you very much.,"Sentiment(polarity=0.26, subjectivity=0.26)",0.26,0.26,792
We heard about Americans like firefighter David Dahlberg.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,793
He's here with us also.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,794
David faced down walls of flame to rescue almost 60 children trapped at a California summer camp threatened by those devastating wildfires.,"Sentiment(polarity=-0.4518518518518519, subjectivity=0.42962962962962964)",-0.451851852,0.42962963,795
"To everyone still recovering in Texas, Florida, Louisiana, Puerto Rico, and the Virgin Islands�everywhere�we are with you, we love you, and we always will pull through together, always.","Sentiment(polarity=0.5, subjectivity=0.6)",0.5,0.6,796
Thank you to David and the brave people of California.,"Sentiment(polarity=0.8, subjectivity=1.0)",0.8,1,797
"Thank you very much, David.","Sentiment(polarity=0.26, subjectivity=0.26)",0.26,0.26,798
Great job.,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,799
Some trials over the past year touched this Chamber very personally.,"Sentiment(polarity=-0.125, subjectivity=0.32)",-0.125,0.32,800
"With us tonight is one of the toughest people ever to serve in this House, a guy who took a bullet, almost died, and was back to work 3� months later: the legend from Louisiana�[laughter]�Congressman Steve Scalise.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,801
"[Applause] I think they like you, Steve.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,802
"[Laughter] We are incredibly grateful for the heroic efforts of the Capitol Police officers, the Alexandria Police, and the doctors, nurses, and paramedics who saved his life and the lives of many others; some in this room.","Sentiment(polarity=0.7000000000000001, subjectivity=0.7666666666666666)",0.7,0.766666667,803
In the aftermath�[applause]�yes.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,804
Yes.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,805
"In the aftermath of that terrible shooting, we came together, not as Republicans or Democrats, but as representatives of the people.","Sentiment(polarity=-1.0, subjectivity=1.0)",-1,1,806
But it is not enough to come together only in times of tragedy.,"Sentiment(polarity=0.0, subjectivity=0.75)",0,0.75,807
"Tonight I call upon all of us to set aside our differences, to seek out common ground, and to summon the unity we need to deliver for the people.","Sentiment(polarity=-0.3, subjectivity=0.5)",-0.3,0.5,808
This is really the key.,"Sentiment(polarity=0.1, subjectivity=0.6)",0.1,0.6,809
These are the people we were elected to serve.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,810
[Applause] Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,811
"Over the last year, the world has seen what we always knew: that no people on Earth are so fearless or daring or determined as Americans.","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0,0.066666667,812
"If there is a mountain, we climb it.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,813
"If there is a frontier, we cross it.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,814
"If there's a challenge, we tame it.","Sentiment(polarity=-0.21666666666666667, subjectivity=0.21666666666666667)",-0.216666667,0.216666667,815
"If there's an opportunity, we seize it.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,816
So let's begin tonight by recognizing that the state of our Union is strong because our people are strong.,"Sentiment(polarity=0.4333333333333333, subjectivity=0.7333333333333333)",0.433333333,0.733333333,817
"And together, we are building a safe, strong, and proud America.","Sentiment(polarity=0.5777777777777778, subjectivity=0.7444444444444445)",0.577777778,0.744444444,818
"Since the election, we have created 2.4 million new jobs, including 200,000 new jobs in manufacturing alone.","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.136363636,0.454545455,819
Tremendous numbers.,"Sentiment(polarity=0.3333333333333333, subjectivity=1.0)",0.333333333,1,820
"After years and years of wage stagnation, we are finally seeing rising wages.","Sentiment(polarity=0.0, subjectivity=1.0)",0,1,821
Unemployment claims have hit a 45-year low.,"Sentiment(polarity=0.0, subjectivity=0.3)",0,0.3,822
And something I'm very proud of: African American unemployment stands at the lowest rate ever recorded.,"Sentiment(polarity=0.3333333333333333, subjectivity=0.3333333333333333)",0.333333333,0.333333333,823
And Hispanic American unemployment has also reached the lowest levels in history.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,824
Small-business confidence is at an alltime high.,"Sentiment(polarity=0.16, subjectivity=0.5399999999999999)",0.16,0.54,825
"The stock market has smashed one record after another, gaining $8 trillion and more in value in just this short period of time.","Sentiment(polarity=0.25, subjectivity=0.4)",0.25,0.4,826
"The great news for Americans: 401(k), retirement, pension, and college savings accounts have gone through the roof.","Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,827
"And just as I promised the American people from this podium 11 months ago, we enacted the biggest tax cuts and reforms in American history.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,828
Our massive tax cuts provide tremendous relief for the middle class and small business.,"Sentiment(polarity=0.02083333333333333, subjectivity=0.6)",0.020833333,0.6,829
"To lower tax rates for hard-working Americans, we nearly doubled the standard deduction for everyone.","Sentiment(polarity=0.05, subjectivity=0.2)",0.05,0.2,830
"Now, the first $24,000 earned by a married couple is completely tax free.","Sentiment(polarity=0.25, subjectivity=0.4458333333333333)",0.25,0.445833333,831
We also doubled the child tax credit.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,832
"A typical family of four making $75,000 will see their tax bill reduced by $2,000, slashing their tax bill in half.","Sentiment(polarity=-0.16666666666666666, subjectivity=0.3333333333333333)",-0.166666667,0.333333333,833
"In April, this will be the last time you will ever file under the old and very broken system, and millions of Americans will have more take-home pay starting next month�a lot more.","Sentiment(polarity=0.08285714285714285, subjectivity=0.26952380952380955)",0.082857143,0.26952381,834
"We eliminated an especially cruel tax that fell mostly on Americans making less than $50,000 a year, forcing them to pay tremendous penalties simply because they couldn't afford Government-ordered health plans.","Sentiment(polarity=-0.06666666666666667, subjectivity=0.5847619047619047)",-0.066666667,0.584761905,835
We repealed the core of the disastrous Obamacare.,"Sentiment(polarity=-0.7, subjectivity=0.8)",-0.7,0.8,836
"The individual mandate is now gone, thank heavens.","Sentiment(polarity=0.0, subjectivity=0.4)",0,0.4,837
[Applause] Great job.,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,838
"We slashed the business tax rate from 35 percent all the way down to 21 percent, so American companies can compete and win against anyone else anywhere in the world.","Sentiment(polarity=0.21481481481481482, subjectivity=0.22962962962962963)",0.214814815,0.22962963,839
"These changes alone are estimated to increase average family income by more than $4,000, a lot of money.","Sentiment(polarity=0.175, subjectivity=0.44999999999999996)",0.175,0.45,840
Small businesses have also received a massive tax cut and can now deduct 20 percent of their business income.,"Sentiment(polarity=-0.125, subjectivity=0.7)",-0.125,0.7,841
"Here tonight are Steve Staub and Sandy Keplinger of Staub Manufacturing, a small, beautiful business in Ohio.","Sentiment(polarity=0.3, subjectivity=0.7)",0.3,0.7,842
They've just finished the best year in their 20-year history.,"Sentiment(polarity=1.0, subjectivity=0.3)",1,0.3,843
"Because of tax reform, they are handing out raises, hiring an additional 14 people, and expanding into the building next door.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,844
It's a good feeling.,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6,845
"One of Staub's employees, Corey Adams, is also with us tonight.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,846
Corey is an all-American worker.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,847
"He supported himself through high school, lost his job during the 2008 recession, and was later hired by Staub, where he trained to become a welder.","Sentiment(polarity=0.08, subjectivity=0.26999999999999996)",0.08,0.27,848
"Like many hard-working Americans, Corey plans to invest his tax cut raise into his new home and his two daughters' education.","Sentiment(polarity=0.3181818181818182, subjectivity=0.4772727272727273)",0.318181818,0.477272727,849
"Corey, please stand.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,850
And he's a great welder.,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,851
[Laughter] I was told that by the man that owns that company that's doing so well.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,852
"So congratulations, Corey.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,853
"Since we passed tax cuts, roughly 3 million workers have already gotten tax cut bonuses, many of them thousands and thousands of dollars per worker.","Sentiment(polarity=0.2, subjectivity=0.45)",0.2,0.45,854
"And it's getting more every month, every week.","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,855
"Apple has just announced it plans to invest a total of $350 billion in America and hire another 20,000 workers.","Sentiment(polarity=0.0, subjectivity=0.75)",0,0.75,856
"And just a little while ago, ExxonMobil announced a $50 billion investment in the United States�just a little while ago.","Sentiment(polarity=-0.1875, subjectivity=0.5)",-0.1875,0.5,857
"This, in fact, is our new American moment.","Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",0.068181818,0.227272727,858
There has never been a better time to start living the American Dream.,"Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,859
"So to every citizen watching at home tonight, no matter where you've been or where you've come from, this is your time.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,860
"If you work hard, if you believe in yourself, if you believe in America, then you can dream anything, you can be anything, and together, we can achieve absolutely anything.","Sentiment(polarity=-0.04583333333333334, subjectivity=0.7208333333333333)",-0.045833333,0.720833333,861
Tonight I want to talk about what kind of future we are going to have and what kind of a nation we are going to be.,"Sentiment(polarity=0.39999999999999997, subjectivity=0.6416666666666666)",0.4,0.641666667,862
"All of us, together, as one team, one people, and one American family can do anything.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,863
"We all share the same home, the same heart, the same destiny, and the same great American flag.","Sentiment(polarity=0.13333333333333333, subjectivity=0.20833333333333334)",0.133333333,0.208333333,864
"Together, we are rediscovering the American way.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,865
